material_id,batch_id,estimated_weight_kg,species,material_form,former_use,known_treatment_status,surface_condition,record_completeness,requires_inspection,special_handling_flag,initial_recovery_grade,recovery_grade,current_route,resolution_status,output_date
M00489,B015,1596.6,Unknown / Mixed,Structural Member,Truss member,Known Treatment Recorded,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-06-09
M00490,B015,784.8,Sydney Blue Gum,Mixed Salvage,Mixed salvage lot,Unknown,Fair,Complete,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-06-09
M00491,B015,3346.4,Oregon,Beam,Floor joist,Known Treatment Recorded,Good,Partial,No,No,Rustic,Rustic,Board Feedstock,Output,2025-06-09
M00492,B015,290.1,Sydney Blue Gum,Board,Sawn board,Adhesive / Composite Concern,Good,Partial,No,No,Rustic,Rustic,Board Feedstock,Output,2025-06-09
M00493,B015,1138.0,Blackbutt,Structural Member,Wall stud,Unknown,Poor,Partial,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-06-09
M00494,B015,56.5,Spotted Gum,Board,Formwork board,No Treatment Recorded,Fair,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-06-09
M00495,B015,181.8,Oregon,Cladding,Cladding panel,Known Treatment Recorded,Poor,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-06-09
M00496,B015,2183.1,Spotted Gum,Beam,Portal frame member,Known Treatment Recorded,Poor,Critical Information Missing,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-06-09
M00497,B015,1471.4,Oregon,Structural Member,Wall stud,Adhesive / Composite Concern,Fair,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-06-09
M00498,B015,1484.2,Ironbark,Structural Member,Roof rafter,Adhesive / Composite Concern,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-06-09
M00499,B015,566.0,Cypress Pine,Board,Sawn board,Surface Coating Recorded,Good,Partial,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-06-09
M00500,B015,1272.0,Oregon,Flooring,Floor board,No Treatment Recorded,Severely Degraded,Critical Information Missing,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-06-09
M00501,B016,1009.9,Unknown / Mixed,Structural Member,Wall stud,No Treatment Recorded,Fair,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-06-23
M00502,B016,2026.8,Cypress Pine,Beam,Floor joist,Unknown,Fair,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-06-23
M00503,B016,659.3,Mixed Hardwood,Structural Member,Wall stud,Known Treatment Recorded,Good,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-06-23
M00504,B016,1016.5,Ironbark,Structural Member,Truss member,Surface Coating Recorded,Good,Partial,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-06-23
M00505,B016,1158.6,Blackbutt,Beam,Racking beam,Adhesive / Composite Concern,Fair,Partial,No,No,Premium,Premium,Higher-value Recovery,Output,2025-06-23
M00506,B016,1022.8,Unknown / Mixed,Post,Fence post,No Treatment Recorded,Fair,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-06-23
M00507,B016,293.2,Unknown / Mixed,Board,Fence palings,Known Treatment Recorded,Good,Critical Information Missing,No,No,Premium,Premium,Higher-value Recovery,Output,2025-06-23
M00508,B016,2568.0,Blackbutt,Beam,Portal frame member,Known Treatment Recorded,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-06-23
M00509,B016,827.5,Radiata Pine,Structural Member,Roof rafter,Surface Coating Recorded,Fair,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-06-23
M00510,B016,1368.9,Unknown / Mixed,Beam,Portal frame member,No Treatment Recorded,Severely Degraded,Critical Information Missing,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-06-23
M00511,B016,135.7,Messmate,Cladding,Cladding panel,No Treatment Recorded,Fair,Critical Information Missing,No,No,Premium,Premium,Higher-value Recovery,Output,2025-06-23
M00512,B016,568.7,Unknown / Mixed,Post,Structural post,No Treatment Recorded,Fair,Critical Information Missing,No,No,Premium,Premium,Higher-value Recovery,Output,2025-06-23
M00513,B016,776.5,Ironbark,Post,Structural post,No Treatment Recorded,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-06-23
M00514,B016,417.6,Radiata Pine,Other,Miscellaneous timber,No Treatment Recorded,Poor,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-06-23
M00515,B016,4023.5,Cypress Pine,Beam,Floor joist,No Treatment Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-06-23
M00516,B016,2080.5,Sydney Blue Gum,Structural Member,Wall stud,No Treatment Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-06-23
M00517,B016,154.1,Mountain Ash,Board,Dunnage,Unknown,Good,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-06-23
M00518,B016,229.5,Unknown / Mixed,Board,Formwork board,No Treatment Recorded,Good,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-06-23
M00519,B016,85.4,Sydney Blue Gum,Cladding,Cladding panel,Unknown,Good,Complete,Yes,No,Character,Character,Higher-value Recovery,Output,2025-06-23
M00520,B016,1119.5,Sydney Blue Gum,Mixed Salvage,Mixed salvage lot,Known Treatment Recorded,Good,Complete,Yes,No,Character,Character,Higher-value Recovery,Output,2025-06-23
M00521,B016,132.8,Oregon,Cladding,Cladding panel,Surface Coating Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-06-23
M00522,B016,302.7,Sydney Blue Gum,Cladding,Cladding panel,Known Treatment Recorded,Fair,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-06-23
M00523,B016,1448.0,Oregon,Beam,Portal frame member,Adhesive / Composite Concern,Poor,Complete,Yes,Yes,Character,Character,Special Handling,Output,2025-06-23
M00524,B016,236.2,Mountain Ash,Flooring,Decking board,No Treatment Recorded,Poor,Critical Information Missing,Yes,No,Character,Rustic,Board Feedstock,Output,2025-06-23
M00525,B016,1461.8,Radiata Pine,Post,Structural post,No Treatment Recorded,Poor,Partial,No,No,Character,Rustic,Board Feedstock,Output,2025-06-23
M00526,B016,275.0,Mountain Ash,Flooring,Decking board,No Treatment Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-06-23
M00527,B016,321.7,Unknown / Mixed,Cladding,Fascia board,Unknown,Good,Critical Information Missing,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-06-23
M00528,B016,914.9,Ironbark,Structural Member,Wall stud,Surface Coating Recorded,Good,Partial,No,No,Rustic,Rustic,Board Feedstock,Output,2025-06-23
M00529,B016,1693.7,Cypress Pine,Structural Member,Truss member,Unknown,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-06-23
M00530,B016,1757.7,Oregon,Post,Verandah post,Adhesive / Composite Concern,Fair,Complete,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-06-23
M00531,B016,1070.7,Spotted Gum,Structural Member,Wall stud,Known Treatment Recorded,Poor,Partial,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-06-23
M00532,B016,946.3,Mountain Ash,Structural Member,Roof rafter,Known Treatment Recorded,Poor,Complete,Yes,No,Rustic,Feedstock,Board Feedstock,Output,2025-06-23
M00533,B016,825.6,Unknown / Mixed,Post,Fence post,No Treatment Recorded,Poor,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-06-23
M00534,B016,1061.1,Mixed Hardwood,Structural Member,Truss member,No Treatment Recorded,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-06-23
M00535,B016,1004.3,Mountain Ash,Post,Structural post,Adhesive / Composite Concern,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-06-23
M00536,B016,854.0,Oregon,Cladding,Weatherboard,Adhesive / Composite Concern,Fair,Complete,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-06-23
M00537,B016,1351.0,Mixed Hardwood,Beam,Portal frame member,Adhesive / Composite Concern,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-06-23
M00538,B017,338.5,Blackbutt,Other,Miscellaneous timber,Known Treatment Recorded,Fair,Critical Information Missing,No,No,Premium,Premium,Higher-value Recovery,Output,2025-07-12
M00539,B017,2428.1,Mountain Ash,Beam,Roof beam,Unknown,Poor,Critical Information Missing,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-07-12
M00540,B017,538.4,Radiata Pine,Structural Member,Roof rafter,No Treatment Recorded,Fair,Partial,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-07-12
M00541,B017,971.0,Cypress Pine,Board,Formwork board,No Treatment Recorded,Severely Degraded,Complete,Yes,No,Character,Character,Higher-value Recovery,Output,2025-07-12
M00542,B017,2114.6,Oregon,Mixed Salvage,Assorted recovered timber,Known Treatment Recorded,Severely Degraded,Complete,Yes,No,Character,Character,Higher-value Recovery,Output,2025-07-12
M00543,B017,843.0,Unknown / Mixed,Mixed Salvage,Mixed salvage lot,Adhesive / Composite Concern,Severely Degraded,Critical Information Missing,Yes,No,Character,Character,Higher-value Recovery,Output,2025-07-12
M00544,B017,223.8,Unknown / Mixed,Flooring,Floor board,No Treatment Recorded,Poor,Partial,Yes,No,Character,Character,Higher-value Recovery,Output,2025-07-12
M00545,B017,554.6,Unknown / Mixed,Flooring,Flooring strip,No Treatment Recorded,Poor,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-07-12
M00546,B017,1263.0,Oregon,Structural Member,Purlin,Adhesive / Composite Concern,Severely Degraded,Partial,Yes,Yes,Character,Character,Special Handling,Output,2025-07-12
M00547,B017,2041.3,Spotted Gum,Post,Fence post,No Treatment Recorded,Poor,Partial,Yes,No,Character,Rustic,Board Feedstock,Output,2025-07-12
M00548,B017,333.7,Unknown / Mixed,Cladding,Fascia board,Unknown,Poor,Critical Information Missing,Yes,No,Character,Rustic,Board Feedstock,Output,2025-07-12
M00549,B017,590.1,Spotted Gum,Post,Fence post,Unknown,Severely Degraded,Complete,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-07-12
M00550,B017,1960.2,Mixed Hardwood,Beam,Floor joist,Adhesive / Composite Concern,Severely Degraded,Critical Information Missing,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-07-12
M00551,B017,244.9,Radiata Pine,Cladding,Fascia board,Surface Coating Recorded,Fair,Critical Information Missing,No,No,Rustic,Rustic,Board Feedstock,Output,2025-07-12
M00552,B017,693.6,Cypress Pine,Mixed Salvage,Mixed salvage lot,Surface Coating Recorded,Good,Partial,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-07-12
M00553,B017,401.7,Unknown / Mixed,Other,Joinery offcut,No Treatment Recorded,Poor,Partial,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-07-12
M00554,B017,3086.1,Radiata Pine,Beam,Roof beam,Conflicting Record,Severely Degraded,Complete,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-07-12
M00555,B017,293.8,Blackbutt,Board,Fence palings,Unknown,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-07-12
M00556,B017,856.2,Unknown / Mixed,Structural Member,Purlin,Surface Coating Recorded,Poor,Complete,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-07-12
M00557,B017,1066.4,Mixed Hardwood,Structural Member,Truss member,Surface Coating Recorded,Severely Degraded,Critical Information Missing,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-07-12
M00558,B017,928.9,Mountain Ash,Structural Member,Roof rafter,Conflicting Record,Poor,Partial,Yes,No,Rustic,Feedstock,Board Feedstock,Output,2025-07-12
M00559,B017,1689.5,Spotted Gum,Beam,Racking beam,No Treatment Recorded,Poor,Partial,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-07-12
M00560,B017,202.6,Cypress Pine,Other,Shelving,No Treatment Recorded,Poor,Partial,Yes,No,Rustic,Feedstock,Board Feedstock,Output,2025-07-12
M00561,B017,2412.4,Cypress Pine,Beam,Racking beam,Known Treatment Recorded,Poor,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00562,B017,53.2,Unknown / Mixed,Flooring,Decking board,No Treatment Recorded,Poor,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00563,B017,1198.8,Radiata Pine,Structural Member,Truss member,No Treatment Recorded,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00564,B017,1117.6,Radiata Pine,Post,Verandah post,Unknown,Fair,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00565,B017,965.5,Unknown / Mixed,Structural Member,Truss member,No Treatment Recorded,Severely Degraded,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00566,B017,120.4,Mixed Hardwood,Other,Joinery offcut,No Treatment Recorded,Poor,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00567,B017,2009.2,Mountain Ash,Beam,Portal frame member,Known Treatment Recorded,Severely Degraded,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00568,B017,755.9,Cypress Pine,Post,Verandah post,Unknown,Poor,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00569,B017,708.1,Cypress Pine,Structural Member,Truss member,Surface Coating Recorded,Poor,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00570,B017,1276.4,Radiata Pine,Structural Member,Purlin,No Treatment Recorded,Poor,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00571,B017,203.4,Mountain Ash,Board,Dunnage,Surface Coating Recorded,Poor,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00572,B017,1367.3,Mountain Ash,Beam,Portal frame member,Unknown,Severely Degraded,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00573,B017,1113.8,Oregon,Post,Structural post,No Treatment Recorded,Good,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00574,B017,408.4,Cypress Pine,Flooring,Flooring strip,Unknown,Poor,Partial,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-07-12
M00575,B017,289.3,Ironbark,Cladding,Fascia board,Adhesive / Composite Concern,Poor,Complete,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-07-12
M00576,B017,207.0,Radiata Pine,Other,Joinery offcut,Adhesive / Composite Concern,Fair,Partial,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-07-12
M00577,B017,3083.3,Cypress Pine,Beam,Portal frame member,Adhesive / Composite Concern,Poor,Partial,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-07-12
M00578,B017,289.8,Mountain Ash,Flooring,Flooring strip,Unknown,Severely Degraded,Partial,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-07-12
M00579,B017,2025.1,Blackbutt,Beam,Portal frame member,Known Treatment Recorded,Severely Degraded,Partial,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-07-12
M00580,B017,1145.4,Radiata Pine,Post,Verandah post,No Treatment Recorded,Severely Degraded,Partial,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-07-12
M00581,B017,185.7,Oregon,Cladding,Weatherboard,No Treatment Recorded,Severely Degraded,Partial,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-07-12
M00582,B018,48.2,Unknown / Mixed,Cladding,Weatherboard,No Treatment Recorded,Poor,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-07-12
M00583,B018,2431.9,Ironbark,Beam,Roof beam,No Treatment Recorded,Poor,Partial,No,No,Premium,Premium,Higher-value Recovery,Output,2025-07-12
M00584,B018,496.9,Radiata Pine,Mixed Salvage,Assorted recovered timber,Surface Coating Recorded,Poor,Partial,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-07-12
M00585,B018,743.9,Messmate,Post,Structural post,No Treatment Recorded,Poor,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-07-12
M00586,B018,923.6,Ironbark,Post,Fence post,Surface Coating Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-07-12
M00587,B018,941.7,Mixed Hardwood,Post,Fence post,No Treatment Recorded,Fair,Complete,Yes,No,Character,Character,Higher-value Recovery,Output,2025-07-12
M00588,B018,119.5,Sydney Blue Gum,Flooring,Flooring strip,No Treatment Recorded,Fair,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-07-12
M00589,B018,1825.3,Spotted Gum,Beam,Floor joist,No Treatment Recorded,Poor,Critical Information Missing,Yes,No,Character,Character,Higher-value Recovery,Output,2025-07-12
M00590,B018,249.0,Radiata Pine,Board,Formwork board,No Treatment Recorded,Good,Critical Information Missing,Yes,Yes,Character,Character,Special Handling,Output,2025-07-12
M00591,B018,582.0,Sydney Blue Gum,Board,Formwork board,Surface Coating Recorded,Poor,Partial,Yes,No,Character,Rustic,Board Feedstock,Output,2025-07-12
M00592,B018,3141.1,Mountain Ash,Beam,Portal frame member,Known Treatment Recorded,Fair,Critical Information Missing,No,No,Rustic,Rustic,Board Feedstock,Output,2025-07-12
M00593,B018,523.3,Messmate,Board,Dunnage,Unknown,Fair,Partial,No,No,Rustic,Rustic,Board Feedstock,Output,2025-07-12
M00594,B018,1241.9,Oregon,Post,Verandah post,Known Treatment Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-07-12
M00595,B018,1005.0,Cypress Pine,Post,Fence post,Surface Coating Recorded,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-07-12
M00596,B018,269.7,Unknown / Mixed,Board,Fence palings,Surface Coating Recorded,Poor,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-07-12
M00597,B018,253.0,Mixed Hardwood,Board,Sawn board,Adhesive / Composite Concern,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-07-12
M00598,B018,691.0,Oregon,Beam,Floor joist,Known Treatment Recorded,Poor,Complete,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-07-12
M00599,B018,1012.0,Ironbark,Structural Member,Truss member,No Treatment Recorded,Fair,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00600,B018,1507.6,Oregon,Structural Member,Wall stud,No Treatment Recorded,Fair,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00601,B018,950.9,Spotted Gum,Structural Member,Purlin,Known Treatment Recorded,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00602,B018,1517.9,Blackbutt,Structural Member,Wall stud,Known Treatment Recorded,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00603,B018,315.5,Unknown / Mixed,Mixed Salvage,Mixed salvage lot,Known Treatment Recorded,Poor,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00604,B018,2188.9,Messmate,Beam,Racking beam,No Treatment Recorded,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00605,B018,368.7,Blackbutt,Board,Formwork board,No Treatment Recorded,Good,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00606,B018,691.6,Mixed Hardwood,Post,Structural post,No Treatment Recorded,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00607,B018,93.9,Radiata Pine,Cladding,Weatherboard,No Treatment Recorded,Fair,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00608,B018,440.0,Radiata Pine,Structural Member,Roof rafter,Known Treatment Recorded,Poor,Complete,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-07-12
M00609,B018,926.0,Unknown / Mixed,Beam,Racking beam,Known Treatment Recorded,Severely Degraded,Partial,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-07-12
